student_id,name,gender,score,latitude,longitude,socioeconomic_status,disability,choice_1,choice_2,choice_3
ST10044,Gina Hensley,Female,322,-1.1733573741890302,36.96684140576856,3,0,S1008,S1045,S1010
ST10045,Connor West,Male,250,-1.3740326317314842,37.75228902705958,4,0,S1049,S1043,S1046
ST10046,Diana Wright,Female,206,-0.8761209067127445,36.02866819078683,6,0,S1032,S1003,S1044
ST10047,Jessica Callahan,Female,254,-0.9683209454931432,37.08991326745243,10,0,S1036,S1032,S1047
ST10048,Anthony Kidd,Male,186,-0.9113140793512018,36.398433131376166,1,0,S1029,S1042,S1037
ST10049,Wayne House,Male,265,-2.240473610091461,37.12144666291457,6,0,S1025,S1029,S1039
ST10050,Carol Tucker,Female,318,-1.8252607391199844,36.58596123794106,6,0,S1018,S1003,S1048
ST10051,James Brown,Male,219,-0.8559396816396609,36.913571002869176,1,0,S1042,S1009,S1029
ST10052,William Baker,Male,411,-1.6962491426775759,36.743038020872945,10,0,S1044,S1019,S1009
ST10053,Jordan Henderson,Female,174,-1.954905137751294,36.43629726920914,2,0,S1000,S1001,S1014
ST10054,Zachary Peters,Male,371,-2.0384006822078464,36.76050562542124,6,0,S1031,S1005,S1016
ST10055,Christopher Phillips,Male,315,-0.7023799396393565,36.587312173947645,9,0,S1037,S1015,S1013
ST10056,Ms. Kimberly Adkins,Female,335,-1.6309930464966922,36.951233456005106,1,0,S1017,S1022,S1041
ST10057,Kevin Shaw,Male,329,-1.1827584538619296,36.57971215401535,2,0,S1002,S1014,S1040
ST10058,Christopher Yu,Male,265,-1.268609703117629,36.66538814589178,5,0,S1024,S1042,S1040
ST10059,Charlene Larson,Female,157,-1.9763950577709286,37.0896459049876,1,0,S1044,S1014,S1013
ST10060,David Wilson,Male,181,-0.6532615890507455,36.94306684304156,8,0,S1001,S1004,S1010
ST10061,Danielle Wheeler,Female,381,-1.2071135485463458,37.398522593214224,3,0,S1016,S1003,S1023
ST10062,Jason Silva,Male,243,-0.022471104394553798,37.11877108792061,9,0,S1020,S1038,S1010
ST10063,Timothy Harris,Male,331,-1.190543226026747,36.8466863646497,3,0,S1046,S1021,S1044
ST10064,Cynthia Foster,Female,305,-0.265873629127255,37.00198450106776,2,0,S1017,S1012,S1027
ST10065,Elijah Stewart,Male,377,-1.1820628355981895,35.87995825538305,8,0,S1014,S1035,S1025
ST10066,Benjamin Ellis,Male,253,-0.5822635112281277,36.88592053427923,5,0,S1045,S1000,S1034
ST10067,Dr. Angel Lewis MD,Female,230,-0.12111239874350233,36.27097260000912,3,0,S1002,S1007,S1023
ST10068,Stanley Suarez,Male,213,-1.0115834662644698,37.32045761094891,6,0,S1023,S1045,S1020
ST10069,Christopher Bass,Male,241,-0.9840466729901254,36.557538007250145,2,0,S1001,S1037,S1048
ST10070,Lisa Archer,Female,273,-1.809721161209687,36.85063700151215,10,0,S1032,S1027,S1045
ST10071,Adam Montoya,Male,140,-0.3099735165025501,36.72328916457324,9,0,S1001,S1002,S1008
ST10072,Mary Mcmillan,Female,304,-1.602281861267776,36.55664942619474,1,0,S1029,S1012,S1014
ST10073,Brian Rodriguez,Male,239,-2.0496955310992764,37.505337133722264,8,0,S1009,S1041,S1007
ST10074,Denise Jacobs,Female,307,-1.7860679228982708,38.36134040422762,2,0,S1020,S1048,S1031
ST10075,Dalton Walters,Male,323,-2.0953231601287863,36.92363181793361,2,0,S1045,S1038,S1014
ST10076,John Whitehead,Male,259,-1.315995438686769,36.498613557878734,7,0,S1027,S1026,S1016
ST10077,Anna Henderson,Female,212,-0.44852918246371765,37.262719878474726,9,0,S1009,S1016,S1037
ST10078,Aaron Wise,Male,224,-1.293747960163677,37.58346203863483,9,0,S1036,S1012,S1000
ST10079,Dennis Figueroa,Male,291,-0.9363728674025866,36.67721102643365,3,0,S1014,S1037,S1044
ST10080,Jessica Smith,Female,255,-2.1110970178566943,36.513354795856564,2,0,S1010,S1048,S1001
ST10081,Sonya Mckee,Female,186,-1.205116835415215,37.27583597362121,4,0,S1037,S1041,S1045
ST10082,Ruben Aguilar,Male,369,-1.3293538232655864,36.96489008309414,4,0,S1014,S1023,S1010
ST10083,Bethany Parker,Female,365,-1.7469464750742265,37.14121182491882,3,0,S1006,S1021,S1038
ST10084,Rebecca Valencia,Female,363,-1.1591223653227838,36.82837576897705,1,0,S1019,S1026,S1033
ST10085,Daniel Wright,Male,209,-2.156890046504573,37.44275697982617,4,0,S1009,S1022,S1039
ST10086,Penny Henson,Female,399,-0.30010393615753284,36.53060954218253,10,0,S1037,S1043,S1025
ST10087,Marc Moore,Male,280,-1.3279370182787185,36.30999074025547,5,0,S1031,S1015,S1047
ST10088,Sharon Cherry,Female,258,-1.2123332971346388,36.542029012635865,7,0,S1036,S1033,S1038
ST10089,Stanley Johnson,Male,364,-1.5463029774468764,36.20097974164723,8,1,S1038,S1046,S1018
ST10090,Gary Galvan,Male,308,-1.0434541110846125,37.079962364288846,8,0,S1001,S1035,S1005
ST10091,Sean Cochran,Male,293,-0.920917541870441,36.94362825534994,5,0,S1021,S1046,S1017
ST10092,Richard Rodriguez,Male,352,-1.4961376865107758,36.48369348975798,10,0,S1000,S1035,S1042
ST10093,Shannon Walker,Female,119,-2.0822259683717634,36.82992670932197,1,0,S1003,S1012,S1015
ST10094,Joe Torres,Male,226,-1.2646403506738715,35.6773693715335,7,0,S1008,S1030,S1041
ST10095,Darren Johnson,Male,356,-1.733039447522032,37.07820248618811,7,0,S1041,S1026,S1003
ST10096,Garrett Lin,Male,310,-1.2510725644236012,36.59221955022988,1,0,S1025,S1021,S1044
ST10097,Mr. Martin Ross,Male,220,-0.9627474371451231,36.367321191457435,7,0,S1030,S1046,S1012
ST10098,Joshua Crosby Jr.,Male,342,-1.5471081994273734,37.46538748192479,10,0,S1032,S1017,S1031
ST10099,Mr. Victor Baker,Male,235,-0.85729703994717,37.499718929402476,4,0,S1019,S1029,S1031
ST10100,Jeffrey Chandler,Male,164,-1.1516178395409005,35.93253987554786,4,0,S1024,S1034,S1008
ST10101,Larry Dixon,Male,369,-1.15211568684009,36.25915547635081,10,0,S1042,S1024,S1047
ST10102,Laura Scott,Female,243,-1.2686422825248707,36.87659739730245,2,0,S1048,S1001,S1047
ST10103,April Frost,Female,308,-1.687337227722656,37.057634178567994,5,0,S1026,S1009,S1015
ST10104,Michelle Harmon,Female,242,-1.5397946214656235,36.58518690364975,10,0,S1039,S1020,S1000
ST10105,Helen Jones,Female,328,-2.083803360519756,37.529641401255425,7,0,S1012,S1017,S1023
ST10106,Gary Edwards,Male,313,-1.607306312014817,36.71689165081245,9,0,S1049,S1019,S1013
ST10107,Michelle Evans,Female,211,-0.6570372267121423,36.4126628914788,6,0,S1002,S1023,S1037
ST10108,Jason Powell,Male,287,-2.056982151586404,36.46274829191462,3,0,S1045,S1032,S1000
ST10109,Bethany Fisher,Female,310,-1.4265443452774154,36.26863704562916,2,0,S1025,S1007,S1021
ST10110,Megan Orr,Female,428,-1.2624907829927559,36.43062814738276,8,0,S1032,S1031,S1028
ST10111,Eric Kelley,Male,293,-0.007136580154833094,36.26834777269999,1,0,S1035,S1017,S1022
ST10112,Donna Jordan,Female,237,-0.5401035057086557,35.78271167254053,1,0,S1030,S1040,S1020
ST10113,Mary Marshall,Female,184,-1.1471788679157662,36.694489365813816,3,0,S1012,S1041,S1040
ST10114,Daniel Kennedy,Male,174,-1.6810083437954377,36.640954514383495,3,0,S1040,S1014,S1039
ST10115,Rebecca Jackson,Female,251,-0.6809983268960316,35.734738217956675,2,0,S1026,S1033,S1028
ST10116,Jose Schultz,Male,275,-1.9975252652028914,37.228180298181535,8,0,S1023,S1047,S1040
ST10117,Robert Potter,Male,140,-0.8611174574699221,37.133599719458175,1,0,S1034,S1029,S1040
ST10118,Courtney Gonzalez,Female,172,-1.7423664425935719,37.50347655105335,8,0,S1002,S1016,S1029
ST10119,David Alvarez,Male,305,-1.126940465878692,37.25690495378203,3,0,S1004,S1025,S1031
ST10120,Angel Perry,Female,269,-0.9181097829690421,36.59264407623676,2,0,S1015,S1049,S1031
ST10121,Cory Horton,Male,327,-0.6687526317352065,35.73696115647957,4,0,S1015,S1014,S1033
ST10122,Dana Douglas,Female,277,-1.3404565559351962,37.307811345086364,5,0,S1034,S1036,S1024
ST10123,Nicole Carrillo,Female,251,-0.44138537823691426,36.86574974143087,1,0,S1031,S1019,S1042
ST10124,Jessica Thompson,Female,239,-1.501171517004636,36.8311169665327,9,0,S1035,S1037,S1004
ST10125,Joseph Williams,Male,276,-1.1941773724511593,36.33271361119248,2,0,S1038,S1004,S1014
ST10126,Sarah Bryant,Female,376,-0.9333042101034751,36.949914867156934,2,0,S1025,S1008,S1018
ST10127,Mary Travis,Female,335,-0.6990109088379397,36.95046906504699,9,0,S1041,S1046,S1043
ST10128,Travis Vance,Male,168,-1.7868915287873701,36.70939704831481,10,0,S1040,S1045,S1018
ST10129,Michelle Wagner,Female,325,-1.0215990636981855,36.888368092611344,1,0,S1021,S1027,S1015
ST10130,Joshua Merritt,Male,279,-1.2025816017255175,36.53408108688111,8,0,S1004,S1039,S1000
ST10131,Karen Green,Female,263,-2.351778684019321,36.64646734651323,2,0,S1013,S1023,S1027
ST10132,Marcia Cannon,Female,352,-1.6442395652949466,36.42342428211273,1,0,S1010,S1046,S1003
ST10133,Lori Hill,Female,260,-1.445992808339906,36.4924507890119,5,0,S1038,S1002,S1023
ST10134,Dustin Nelson,Male,173,-1.405222609504338,37.01199892550298,1,0,S1003,S1022,S1045
ST10135,Joshua Taylor,Male,289,-0.8751389227255479,37.051490039614215,1,0,S1024,S1042,S1034
ST10136,Michael Mccarthy,Male,164,-1.3210524536688926,37.036709109566296,2,1,S1015,S1040,S1001
ST10137,Jason Daniels,Male,292,-1.8326282702041312,37.34847642666645,10,0,S1048,S1007,S1025
ST10138,Christine Fisher,Female,341,-1.3323078868544964,37.291041902988,8,0,S1010,S1048,S1032
ST10139,Kevin Dominguez,Male,243,-1.8133424371135693,37.460863414619084,8,0,S1043,S1049,S1035
ST10140,Ralph James,Male,259,-1.5119655291370875,36.49660757922157,7,0,S1048,S1047,S1043
ST10141,Heather Molina,Female,315,-1.9668317857127617,37.11465173042929,1,0,S1041,S1019,S1029
ST10142,Troy Barnes,Male,263,-0.7593598124673244,37.433485475295726,3,0,S1021,S1018,S1047
ST10143,Joshua Morrison,Male,223,-2.0948044955922813,37.10582673688563,5,0,S1048,S1009,S1035
ST10144,Daniel Graham,Male,264,-1.6243674648211064,35.891225548161586,10,0,S1014,S1026,S1047
ST10145,Gabriella Shelton,Female,244,-2.0877572479379536,37.14021574220641,4,0,S1010,S1006,S1021
ST10146,Christopher Mcdonald,Male,262,-1.7336786225482386,37.103439436986285,9,0,S1024,S1023,S1012
ST10147,Marcus Johnson,Male,182,-0.8763286211453587,36.92570634411403,8,0,S1021,S1010,S1041
ST10148,Kristy Johnson,Female,271,-1.2649405567728818,36.58371114951532,9,0,S1016,S1023,S1021
ST10149,Chad Murray,Male,315,-1.5000336707058923,36.76987512160018,10,0,S1012,S1001,S1016
ST10150,Jamie Lewis,Female,287,-1.038005111253935,36.870172631769385,3,0,S1022,S1012,S1005
ST10151,Paige Gray,Female,190,-1.237765584466325,35.96751618041021,10,0,S1015,S1006,S1037
ST10152,Sandra King,Female,273,-1.4803763255111329,36.92336151042565,1,0,S1026,S1034,S1049
ST10153,Alec Ryan,Male,171,-1.5984943452421931,36.628049220032004,4,0,S1016,S1013,S1005
ST10154,Mr. Matthew Harrington DDS,Male,291,-0.7502951730472646,36.73342638625297,3,0,S1014,S1024,S1043
ST10155,Travis Gonzalez,Male,220,-1.3086634864368987,37.71917893175889,6,0,S1008,S1035,S1024
ST10156,Brittany Martinez,Female,306,-1.822513397917048,36.81368855196362,5,0,S1037,S1041,S1048
ST10157,Kristy Robinson,Female,330,-0.6301625981063934,36.25599192893365,3,0,S1035,S1034,S1041
ST10158,Randall Jackson,Male,267,-1.1393228398113708,37.23214109059868,1,0,S1012,S1014,S1009
ST10159,Paul Wilson,Male,295,-0.6010205044812365,37.14625494379482,5,0,S1043,S1041,S1006
ST10160,Vincent Rodriguez,Male,242,-1.7088794936396334,37.00623665443645,5,0,S1000,S1038,S1016
ST10161,Emily Byrd,Female,247,-1.4162314503925577,36.524454851465215,7,0,S1006,S1003,S1038
ST10162,James Espinoza,Male,236,-1.7331136706037142,36.7113013341371,1,0,S1033,S1011,S1037
ST10163,Michael Burton,Male,282,-1.339747766193476,36.961410762885166,7,0,S1038,S1020,S1024
ST10164,Patricia Jefferson,Female,238,-1.1950550035508463,36.640421360515646,5,0,S1009,S1001,S1019
ST10165,Barbara Riggs,Female,278,-1.5321659338479254,36.885801348683394,6,0,S1008,S1041,S1001
ST10166,Hannah Patterson,Female,328,-0.4293918624722671,37.39020238585228,4,0,S1019,S1031,S1047
ST10167,Jonathan Peterson,Male,252,-1.3485958909340432,36.209432474905526,10,0,S1045,S1003,S1028
ST10168,Samantha Garcia,Female,330,-1.2382600651366975,37.05376192869522,1,0,S1026,S1025,S1035
ST10169,Miss Sandra Zimmerman,Female,302,-2.215486217235701,36.538565293744945,6,0,S1030,S1033,S1021
ST10170,Morgan Sheppard,Female,225,-1.6266605405563215,36.19613028790478,6,0,S1002,S1006,S1043
ST10171,Robert Medina,Male,360,-1.3714277479342933,36.228579241317476,8,0,S1001,S1034,S1019
ST10172,Jessica Simon,Female,292,-1.4205051542095168,36.74108712726876,4,0,S1030,S1032,S1002
ST10173,Sarah Rivas,Female,190,-1.630296151029635,37.72237021645541,7,0,S1045,S1031,S1035
ST10174,Sierra Sanchez,Female,303,-1.7897776819620086,36.095186751362796,9,0,S1025,S1032,S1043
ST10175,Lisa Gray,Female,370,-1.378617439348459,36.47782015494986,1,0,S1042,S1048,S1009
ST10176,Sarah White,Female,329,-1.8389144730316975,36.33841192843539,6,0,S1046,S1001,S1014
ST10177,Robert Peterson,Male,274,-1.2991185546715556,36.630308741006964,9,0,S1024,S1017,S1038
ST10178,Meredith Hill,Female,333,-1.6224536241285679,36.853151366624736,4,0,S1011,S1014,S1026
ST10179,Travis Miller,Male,206,-1.9847859328348663,36.268240243326844,1,0,S1016,S1041,S1021
ST10180,Katherine Chang,Female,308,-1.7814833239306267,36.87278203649381,7,0,S1023,S1014,S1041
ST10181,Maria Henry,Female,242,-0.4412518957332696,37.51347250043614,3,0,S1042,S1013,S1025
ST10182,Brandon Walker,Male,318,-1.0953573072891252,36.53216836296497,9,0,S1040,S1013,S1028
ST10183,Eric Perkins,Male,336,-0.2141575455877689,37.4080196233792,7,0,S1049,S1039,S1041
ST10184,Kiara Coleman,Female,245,-1.3041524390762507,37.66472415070958,10,0,S1039,S1023,S1011
ST10185,Erin Warner,Female,243,-0.10782043601040403,36.60988070900025,7,0,S1035,S1022,S1021
ST10186,David Martinez,Male,371,-1.3941152904905303,36.54040316423217,7,0,S1020,S1009,S1016
ST10187,Barbara Herrera,Female,251,-1.9477105050875576,37.421122476415846,2,0,S1005,S1028,S1045
ST10188,Cathy Robinson,Female,226,-1.2988747740237299,36.61574344063257,9,0,S1022,S1017,S1033
ST10189,Nathaniel Bray,Male,168,-0.7264736048011311,36.68452625241279,1,0,S1043,S1006,S1026
ST10190,Douglas Garcia,Male,314,-0.9080380824326417,37.29804673051861,4,0,S1008,S1029,S1047
ST10191,Darren White,Male,438,-0.5077454944945352,36.050131094082445,4,0,S1010,S1000,S1004
ST10192,Joseph Hill,Male,291,-0.7253266127486472,36.377794622276376,2,1,S1021,S1046,S1036
ST10193,Mr. Michael Martinez,Male,174,-1.6048813507547648,37.01980176671871,2,0,S1028,S1032,S1042
ST10194,Katherine Salas,Female,281,-1.437844989496745,37.093700077297214,4,0,S1041,S1016,S1035
ST10195,John Alexander,Male,251,-1.6349687933941723,36.95966243873426,8,0,S1046,S1009,S1013
ST10196,Anthony Everett,Male,199,-0.7116866063107403,36.04395067475505,9,0,S1007,S1037,S1018
ST10197,Rodney Morales,Male,251,-2.339678761339993,36.9489869461231,6,0,S1010,S1028,S1011
ST10198,Lori Brown,Female,183,-1.5061575804829563,36.40270625444106,9,0,S1040,S1005,S1006
ST10199,Kristine Torres,Female,308,-1.0401921522052224,35.74496037764421,9,0,S1043,S1028,S1022
ST10200,Bryan Duran DDS,Male,224,-0.396528106568687,37.61390180278185,1,0,S1010,S1048,S1024
ST10201,Courtney Mills,Female,394,-1.4529115680229816,36.59639748493503,2,1,S1006,S1040,S1007
ST10202,Jessica Dalton,Female,245,-1.8095774322660665,36.861217595158045,1,0,S1005,S1000,S1008
ST10203,Elizabeth Oliver DDS,Female,160,-0.3062656247690918,36.71533233166634,10,0,S1001,S1011,S1017
ST10204,Theresa Clark,Female,163,-1.040385458699061,37.03583533859519,2,0,S1013,S1023,S1033
ST10205,Matthew Moore,Male,136,-0.9857130474687152,36.29519221841317,4,0,S1034,S1018,S1043
ST10206,Angela Smith,Female,281,-1.6174567686725447,36.726558799618324,5,0,S1014,S1015,S1024
ST10207,Linda Carter,Female,266,-1.216890547428212,37.004380501233115,1,0,S1036,S1044,S1024
ST10208,Michelle Warner,Female,313,-1.138289622274474,37.374662966478994,2,0,S1009,S1022,S1045
ST10209,Michael Bradshaw,Male,336,-2.217570178947634,37.29363192093268,5,0,S1028,S1032,S1005
ST10210,Lori Guerrero,Female,159,-0.8265952678360725,36.69091678184072,2,0,S1044,S1001,S1005
ST10211,Jeffery Stephens,Male,231,-0.8413626850261071,36.75246870640267,4,0,S1029,S1001,S1028
ST10212,Terry Serrano,Male,324,-1.4878127583433676,37.31169647542043,9,0,S1025,S1021,S1022
ST10213,Christopher Parker,Male,172,-0.4948474683875139,36.398419325840834,1,0,S1034,S1044,S1036
ST10214,Laura Roberts,Female,340,-0.16903551703199415,36.84274451856597,9,0,S1046,S1043,S1004
ST10215,Melissa Lyons,Female,266,0.27888348864389934,36.8384135214829,10,0,S1005,S1013,S1011
ST10216,Kathryn Snyder,Female,228,-1.302067697622905,36.1271137666182,2,0,S1035,S1010,S1014
ST10217,Andrew Reynolds,Male,163,-0.9521134622416221,37.109634333747216,4,0,S1007,S1031,S1032
ST10218,Danielle Davis,Female,310,-1.1515042880153121,36.72745165610776,5,0,S1037,S1016,S1043
ST10219,Dr. Laura Sampson,Female,295,-1.7863955535754588,36.27010534139212,4,0,S1028,S1011,S1025
ST10220,Mr. Derrick Williams DDS,Male,209,-1.2103612604162735,36.98000003810228,3,0,S1026,S1009,S1000
ST10221,Marisa Moon,Female,273,-1.562261091568744,37.07867035408176,9,0,S1026,S1031,S1003
ST10222,Kevin Walters,Male,239,-1.0279372828948588,36.41058929225545,8,0,S1008,S1010,S1049
ST10223,Anna Bailey,Female,243,-1.7929841392823274,36.85613568426434,1,0,S1015,S1036,S1003
ST10224,Michael Hodge,Male,285,-0.166872616091865,37.111545072152445,7,0,S1001,S1032,S1036
ST10225,Melissa Roberts,Female,349,-1.2038443619186276,36.95460191417427,10,0,S1015,S1027,S1001
ST10226,Robert Pierce,Male,228,-1.8212498024795636,37.03967792418741,10,0,S1005,S1025,S1012
ST10227,Ernest Morris,Male,309,-1.4145001209031507,36.258147831129705,2,0,S1012,S1007,S1020
ST10228,Mr. Jose Travis,Male,291,-1.0852004512742508,37.434192218813074,1,0,S1047,S1022,S1032
ST10229,Kimberly Gutierrez,Female,377,-1.5656476486935507,36.903686667794325,10,0,S1034,S1038,S1040
ST10230,Isaiah Avila,Male,296,-2.066865634789256,35.88779980002243,2,0,S1025,S1000,S1009
ST10231,Peter Harris,Male,134,-0.7707955821817566,36.561973304225624,1,0,S1033,S1046,S1003
ST10232,Tanya Kim,Female,320,-1.4288321232274122,37.22666963600295,10,0,S1004,S1022,S1036
ST10233,Barbara Dudley,Female,180,-2.0106833803711464,36.21078110146222,3,0,S1025,S1045,S1021
ST10234,David Moore,Male,336,-1.399566252992696,36.919983772789365,4,0,S1015,S1049,S1047
ST10235,Kristen Davis,Female,231,-1.8397417260482474,37.18838758963074,6,0,S1019,S1047,S1004
ST10236,Susan Murray MD,Female,169,-1.9569216511196539,35.84634076257557,3,1,S1002,S1012,S1043
ST10237,Kathleen Moran,Female,242,-1.0227220037768154,36.361563203460314,10,0,S1027,S1019,S1003
ST10238,Donald Davenport,Male,216,-1.251461578616486,36.45413502870512,7,0,S1002,S1022,S1041
ST10239,Dana Arnold MD,Female,348,-1.8382563823362896,36.6636957751526,8,0,S1006,S1048,S1029
ST10240,Jordan Suarez,Male,266,-0.9020609101417085,37.98156476999085,4,0,S1031,S1039,S1025
ST10241,Desiree Tyler,Female,297,-1.2253295476088588,36.745665081809726,8,0,S1046,S1011,S1036
ST10242,Taylor Romero,Female,197,-1.7369730508932844,35.90379731344835,4,0,S1006,S1004,S1021
ST10243,Diane Evans,Female,301,-1.1094495034891056,37.52293607360892,7,0,S1046,S1014,S1042
ST10244,Yvonne Burns,Female,266,-2.526371457942154,37.91785367737221,5,0,S1016,S1032,S1019
ST10245,Kimberly Reed,Female,314,-1.643631449000572,37.03888371123252,8,0,S1013,S1017,S1008
ST10246,Joshua Gibson,Male,229,-0.8015656731626486,36.60484491025201,4,0,S1017,S1005,S1042
ST10247,Chelsea Terry,Female,229,-1.2304848635426688,37.17663090871493,4,0,S1030,S1020,S1013
ST10248,David Rowe,Male,322,-2.0909559598867045,36.96535871433616,6,0,S1018,S1030,S1013
ST10249,Natasha Thornton,Female,270,-1.3223602611531542,36.29605255595015,9,0,S1028,S1033,S1027
ST10250,Jasmin Alvarado,Female,270,-1.326495423217439,36.94283335075677,9,0,S1036,S1020,S1045
ST10251,William Simpson,Male,203,-1.1504502907799214,36.42525905308316,4,0,S1035,S1007,S1046
ST10252,Jonathan Lawrence,Male,198,-1.083504767808718,36.715178564534895,2,0,S1026,S1043,S1040
ST10253,Shelly Alexander,Female,345,-1.5739245137131714,36.61643442185041,2,0,S1040,S1029,S1014
ST10254,Jesus Bowen,Male,291,-1.7533163430057395,36.18471562681031,3,0,S1022,S1010,S1032
ST10255,Matthew Moore,Male,308,-1.0467818892886427,36.307948617143154,7,0,S1015,S1007,S1011
ST10256,Tracy Morgan,Female,323,-0.9553174284066501,36.18548769396924,7,0,S1048,S1029,S1011
ST10257,Matthew Christian,Male,348,-0.8527782451369785,37.20299920039611,6,0,S1025,S1026,S1002
ST10258,Shannon James,Female,236,-2.587621146072455,37.253450113085314,7,0,S1022,S1001,S1035
ST10259,Michelle Malone,Female,226,-1.7891531165210963,36.806430501422184,8,0,S1003,S1015,S1006
ST10260,Amanda Jones,Female,193,-1.3121442563282768,36.73542697003829,5,0,S1044,S1032,S1045
ST10261,Thomas Bright,Male,364,-1.0448021258394509,36.763571395083865,4,0,S1024,S1032,S1041
ST10262,Jeffrey Garcia,Male,294,-1.6574409819018903,36.98448839826453,9,0,S1006,S1019,S1018
ST10263,Shelia Wallace,Female,263,-0.5868159974974206,37.42913956695367,8,0,S1010,S1045,S1000
ST10264,Steven Williams,Male,346,-0.5113444016365737,36.2262549303561,6,0,S1006,S1039,S1010
ST10265,Elaine Brooks,Female,256,-0.8955718096712855,37.43577612990965,1,0,S1045,S1044,S1036
